FG time = 3611.53	BG time = 486.299
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0.000276891	0
75	0.000276891	0
85	0.00110756	0
95	0.00110756	0
105	0.00359958	0
115	0.00359958	0
125	0.00719916	0
135	0.00941428	0
145	0.00941428	0
155	0.0113525	0
165	0.0116294	0
175	0.00941428	0
185	0.0119063	0
195	0.0105218	0
205	0.0149521	0
215	0.0132908	0.00205635
225	0.0124601	0
235	0.0107987	0
245	0.0113525	0
255	0.00941428	0
265	0.0107987	0
275	0.0141214	0
285	0.0110756	0
295	0.00747605	0
305	0.00719916	0
315	0.00747605	0
325	0.00913739	0
335	0.00526092	0
345	0.00775294	0
355	0.0058147	0
365	0.00747605	0
375	0.00747605	0
385	0.00802983	0.00205635
395	0.00747605	0
405	0.00664538	0
415	0.00636849	0
425	0.00636849	0
435	0.00387647	0
445	0.00553781	0
455	0.00470714	0
465	0.00553781	0
475	0.00443025	0
485	0.00415336	0
495	0.00415336	0
505	0.0030458	0
515	0.00387647	0.00205635
525	0.00276891	0.00205635
535	0.00332269	0
545	0.00166134	0
555	0.00193823	0
565	0.00387647	0
575	0.00138445	0
585	0.00110756	0
595	0.00193823	0
605	0.00221513	0
615	0.000830672	0
625	0.000830672	0
635	0.000830672	0
645	0.000830672	0
655	0.00138445	0
665	0.000276891	0
675	0.000830672	0
685	0.000276891	0.00205635
695	0.000830672	0
705	0.000276891	0
715	0.00110756	0
725	0.000276891	0
735	0.000276891	0
745	0	0
755	0	0
765	0	0
775	0.000276891	0
785	0.000276891	0
795	0.000276891	0
805	0	0
815	0	0
825	0	0
835	0.000830672	0
845	0	0
855	0.000276891	0
865	0	0
875	0.000276891	0
885	0.000276891	0
895	0.000276891	0
905	0	0
915	0	0
925	0.000553781	0
935	0.000276891	0
945	0	0
955	0.000276891	0
965	0	0.00205635
975	0.000276891	0
985	0	0
995	0.000276891	0
1005	0.000276891	0
1015	0	0
1025	0.000276891	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0.000276891	0
1145	0.000276891	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0.000276891	0
