FG time = 2404.17	BG time = 596.218
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0.000415945	0
85	0	0
95	0.000415945	0
105	0.00124783	0
115	0	0
125	0.00207972	0.00167724
135	0.000831889	0.00167724
145	0.00249567	0
155	0.00249567	0
165	0.00291161	0
175	0.00124783	0
185	0.00124783	0
195	0.00207972	0
205	0.00332756	0
215	0.00332756	0
225	0.00291161	0
235	0.00166378	0
245	0.00332756	0
255	0.00166378	0
265	0.00291161	0
275	0.00332756	0
285	0.00249567	0
295	0.00207972	0
305	0.00291161	0.00167724
315	0.00124783	0
325	0.00166378	0
335	0.00249567	0
345	0.00166378	0.00167724
355	0.000831889	0
365	0.00207972	0
375	0.00166378	0
385	0.00166378	0
395	0.00166378	0
405	0.00124783	0
415	0.00207972	0.00167724
425	0.00166378	0.00167724
435	0.000415945	0
445	0	0
455	0.000831889	0
465	0.000831889	0
475	0	0
485	0	0.00167724
495	0.000415945	0
505	0.00124783	0
515	0.000831889	0
525	0.000831889	0
535	0.000831889	0
545	0.000415945	0
555	0	0
565	0.000415945	0
575	0	0
585	0	0
595	0.000415945	0
605	0	0
615	0.000831889	0
625	0.000415945	0
635	0	0
645	0	0
655	0	0
665	0	0
675	0	0
685	0	0
695	0.000831889	0
705	0	0
715	0	0
725	0	0
735	0	0
745	0	0
755	0	0
765	0	0
775	0.000415945	0
785	0.000415945	0
795	0.000831889	0
805	0	0
815	0	0
825	0.000415945	0.00167724
835	0	0
845	0	0
855	0.000415945	0
865	0	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0.000415945	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0.000415945	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
