FG time = 3522.42	BG time = 732.586
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0
115	0	0
125	0	0
135	0	0
145	0.000567792	0
155	0.000283896	0
165	0.00198727	0
175	0.00141948	0
185	0.00255506	0
195	0.00141948	0
205	0.00369065	0
215	0.00170338	0
225	0.00482623	0
235	0.00539402	0
245	0.00596182	0
255	0.00482623	0
265	0.00539402	0
275	0.00397454	0
285	0.00681351	0
295	0.0070974	0
305	0.0070974	0
315	0.00851688	0
325	0.00539402	0
335	0.00454234	0
345	0.00766519	0
355	0.00652961	0
365	0.00539402	0
375	0.00511013	0
385	0.00652961	0
395	0.00539402	0
405	0.00624571	0
415	0.00624571	0
425	0.00567792	0
435	0.00567792	0
445	0.00454234	0
455	0.00511013	0
465	0.00425844	0
475	0.00539402	0
485	0.00624571	0
495	0.00397454	0
505	0.00567792	0
515	0.00454234	0
525	0.00425844	0
535	0.00340675	0
545	0.00283896	0
555	0.00397454	0
565	0.00255506	0
575	0.00198727	0
585	0.00312286	0
595	0.00312286	0
605	0.00255506	0
615	0.00141948	0
625	0.000567792	0
635	0.00170338	0
645	0.00113558	0
655	0.000851688	0
665	0.00198727	0
675	0.000283896	0
685	0.00113558	0
695	0.00113558	0
705	0.000283896	0
715	0.00113558	0
725	0.000851688	0
735	0.000567792	0
745	0	0
755	0	0
765	0	0
775	0	0
785	0	0
795	0	0
805	0	0
815	0	0
825	0	0
835	0	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
